pmb_id,raw_sent,precision,recall,f1,precision_lenient,recall_lenient,f1_lenient
en/p12/d1922,Mary bought herself a microscope.,0.7777777777777778,0.8235294117647058,0.7999999999999999,0.7575757575757576,0.8620689655172413,0.8064516129032258
en/p12/d2518,Tom has gone to Boston.,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.8387096774193549,0.8387096774193549,0.8387096774193549
en/p12/d3247,Tom videotaped it.,0.875,0.8235294117647058,0.8484848484848485,0.8928571428571429,0.8620689655172413,0.8771929824561403
en/p12/d1720,"She's not young, is she?",0.4375,0.5,0.4666666666666667,0.5357142857142857,0.6521739130434783,0.5882352941176471
en/p12/d0877,I was invited by an old friend.,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.8823529411764706,0.7317073170731707,0.8
en/p12/d2561,He does not speak English.,0.47368421052631576,0.5294117647058824,0.5,0.6451612903225806,0.6896551724137931,0.6666666666666667
en/p12/d3429,Tom also plays guitar.,0.7222222222222222,0.7647058823529411,0.7428571428571428,0.7272727272727273,0.8275862068965517,0.7741935483870968
en/p12/d1815,The street was blocked by a huge truck.,0.8125,0.7222222222222222,0.7647058823529411,0.9032258064516129,0.8484848484848485,0.875
en/p12/d2804,Tom left three days ago.,0.6818181818181818,0.625,0.6521739130434783,0.675,0.6923076923076923,0.6835443037974683
en/p12/d2043,He bought vegetables and some fruit.,0.7894736842105263,0.7142857142857143,0.7500000000000001,0.8529411764705882,0.7435897435897436,0.7945205479452054
en/p12/d1397,I am reading a book now.,0.7777777777777778,0.8235294117647058,0.7999999999999999,0.7878787878787878,0.896551724137931,0.8387096774193549
en/p12/d3237,How is your surname pronounced?,0.75,0.631578947368421,0.6857142857142857,0.7419354838709677,0.7419354838709677,0.7419354838709677
en/p12/d1817,Mary laughed and threw a pillow at me.,0.7619047619047619,0.48484848484848486,0.5925925925925926,0.8461538461538461,0.6111111111111112,0.7096774193548387
en/p12/d1711,I wasn't joking.,0.8571428571428571,0.75,0.7999999999999999,0.9130434782608695,0.84,0.8749999999999999
en/p12/d2112,"If I don't have a bow, I can't play the violin.",0.6153846153846154,0.45714285714285713,0.5245901639344263,0.7872340425531915,0.6607142857142857,0.7184466019417476
en/p12/d2094,Let's jump into the water.,0.5625,0.5294117647058824,0.5454545454545455,0.6451612903225806,0.6896551724137931,0.6666666666666667
en/p12/d2513,She planted some pansies in the flower bed.,0.6666666666666666,0.7777777777777778,0.717948717948718,0.717948717948718,0.8484848484848485,0.7777777777777778
en/p12/d3346,We cultivate rice.,0.8125,0.7647058823529411,0.787878787878788,0.8928571428571429,0.8620689655172413,0.8771929824561403
en/p12/d0789,Someone is calling you.,0.6875,0.6470588235294118,0.6666666666666667,0.8214285714285714,0.7931034482758621,0.8070175438596492
en/p12/d1850,Cows abound on that farm.,0.7692307692307693,0.6666666666666666,0.7142857142857142,0.88,0.8148148148148148,0.8461538461538461
en/p12/d0799,Can we roller-skate in this park?,0.3888888888888889,0.5,0.43750000000000006,0.45454545454545453,0.6521739130434783,0.5357142857142857
en/p12/d1466,Tom is a 33-year-old man.,0.6190476190476191,0.4642857142857143,0.5306122448979592,0.717948717948718,0.5714285714285714,0.6363636363636365
en/p12/d1165,Paul Keast,0.3125,0.5555555555555556,0.39999999999999997,0.36,0.6,0.45
en/p12/d0821,He is proud of his son.,0.631578947368421,0.631578947368421,0.631578947368421,0.7647058823529411,0.7647058823529411,0.7647058823529412
en/p12/d2819,I might vote for Tom.,0.5263157894736842,0.625,0.5714285714285714,0.5806451612903226,0.72,0.6428571428571428
en/p12/d2868,He's now studying.,0.5625,0.75,0.6428571428571429,0.6071428571428571,0.8095238095238095,0.6938775510204083
en/p12/d1503,He telephoned me again and again.,0.6666666666666666,0.8235294117647058,0.7368421052631577,0.6153846153846154,0.8275862068965517,0.7058823529411765
en/p12/d3079,Tom finished off the soup.,0.8125,0.7647058823529411,0.787878787878788,0.8571428571428571,0.8275862068965517,0.8421052631578947
en/p12/d3307,"Despite everything, Tom started to relax.",0.52,0.4642857142857143,0.49056603773584906,0.6511627906976745,0.6086956521739131,0.6292134831460675
en/p12/d1918,The score is one all.,0.6363636363636364,0.4117647058823529,0.5,0.7,0.4827586206896552,0.5714285714285714
en/p12/d1730,I don't hate myself.,0.625,0.5555555555555556,0.5882352941176471,0.6785714285714286,0.7037037037037037,0.6909090909090909
en/p12/d1643,They are faced with a serious situation.,0.5263157894736842,0.5555555555555556,0.5405405405405405,0.7352941176470589,0.7575757575757576,0.746268656716418
en/p12/d3094,He's eight years old.,0.5789473684210527,0.55,0.5641025641025641,0.7058823529411765,0.6857142857142857,0.6956521739130436
en/p12/d2871,Let's not overreact.,0.46153846153846156,0.375,0.41379310344827586,0.6,0.6,0.6
en/p12/d1845,I'm fed up with your stories!,0.631578947368421,0.631578947368421,0.631578947368421,0.6764705882352942,0.7419354838709677,0.7076923076923077
en/p12/d2264,The house is five hundred years old.,0.5789473684210527,0.55,0.5641025641025641,0.6756756756756757,0.7142857142857143,0.6944444444444444
en/p12/d0922,It had snowed.,0.6428571428571429,1.0,0.782608695652174,0.6521739130434783,1.0,0.7894736842105263
en/p12/d0875,I'm in love with you.,0.6875,0.5789473684210527,0.6285714285714286,0.7857142857142857,0.7096774193548387,0.7457627118644068
en/p12/d3517,I owed him a thousand dollars.,0.7619047619047619,0.64,0.6956521739130435,0.8205128205128205,0.7441860465116279,0.7804878048780488
en/p12/d1907,Mary grabbed her purse and left.,0.85,0.5862068965517241,0.6938775510204082,0.8857142857142857,0.6595744680851063,0.7560975609756098
en/p12/d2068,The ship is unloading the boxes.,0.7692307692307693,0.6666666666666666,0.7142857142857142,0.88,0.8148148148148148,0.8461538461538461
en/p12/d2253,Tom tackled the problem immediately.,0.9444444444444444,0.85,0.8947368421052632,0.9393939393939394,0.8857142857142857,0.9117647058823529
en/p12/d1391,To whom is Shostakovich's String Quartet No. 8 dedicated?,0.43333333333333335,0.5416666666666666,0.4814814814814815,0.48148148148148145,0.6666666666666666,0.5591397849462365
en/p12/d2562,He owns a private jet.,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.7941176470588235,0.8181818181818182,0.8059701492537314
en/p12/d2101,She hated him.,0.625,0.6666666666666666,0.6451612903225806,0.7142857142857143,0.7407407407407407,0.7272727272727273
en/p12/d2357,Tom is folding his laundry.,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8666666666666667,0.8666666666666667,0.8666666666666667
en/p12/d0929,"I took a taxi, because it was raining.",0.6666666666666666,0.5925925925925926,0.627450980392157,0.7857142857142857,0.7333333333333333,0.7586206896551724
en/p12/d3107,I have to repair the refrigerator.,0.42105263157894735,0.5714285714285714,0.48484848484848486,0.5,0.7391304347826086,0.5964912280701754
en/p12/d1910,"I'm kind of excited, too.",0.6666666666666666,0.7058823529411765,0.6857142857142857,0.7272727272727273,0.8275862068965517,0.7741935483870968
en/p12/d3475,The young girl is singing.,0.7857142857142857,0.6470588235294118,0.7096774193548386,0.8846153846153846,0.7931034482758621,0.8363636363636363
en/p12/d2736,No one is expendable.,0.6363636363636364,0.5,0.56,0.8,0.6956521739130435,0.7441860465116279
en/p12/d0902,I ironed the handkerchief.,0.875,0.8235294117647058,0.8484848484848485,0.9285714285714286,0.896551724137931,0.912280701754386
en/p12/d1394,What is TB?,0.5714285714285714,0.47058823529411764,0.5161290322580646,0.6956521739130435,0.5517241379310345,0.6153846153846154
en/p12/d2136,Mr Smith lives in Kyoto now.,0.5769230769230769,0.6818181818181818,0.6249999999999999,0.6590909090909091,0.7837837837837838,0.7160493827160493
en/p12/d1127,Death penalty,0.36363636363636365,0.5714285714285714,0.4444444444444444,0.4,0.6153846153846154,0.4848484848484849
en/p12/d2981,Where's your jacket?,0.7142857142857143,0.5263157894736842,0.6060606060606061,0.7307692307692307,0.6129032258064516,0.6666666666666667
en/p12/d2699,The soldier gave me water.,0.6666666666666666,0.43478260869565216,0.5263157894736841,0.8333333333333334,0.6097560975609756,0.7042253521126761
en/p12/d3037,I think my right arm is broken.,0.625,0.46875,0.5357142857142857,0.7555555555555555,0.6415094339622641,0.6938775510204082
en/p12/d2192,The rooster crows.,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.8,0.7619047619047619,0.7804878048780488
en/p12/d1557,Is it true that you bought a house in London?,0.6153846153846154,0.5,0.5517241379310345,0.7872340425531915,0.6981132075471698,0.74
en/p12/d1366,THE FOUR GREAT ERRORS,0.46153846153846156,0.5,0.48000000000000004,0.52,0.6190476190476191,0.5652173913043478
en/p12/d2543,How much is the ticket?,0.6153846153846154,0.42105263157894735,0.5,0.64,0.5161290322580645,0.5714285714285714
en/p12/d0761,Romano Prodi wins Italian primaries.,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.6904761904761905,0.7837837837837838,0.7341772151898734
en/p12/d3065,He isn't richer than me.,0.625,0.43478260869565216,0.5128205128205128,0.75,0.5526315789473685,0.6363636363636364
en/p12/d1641,The government is considering tax cuts.,0.6875,0.7333333333333333,0.7096774193548386,0.7419354838709677,0.8518518518518519,0.7931034482758621
en/p12/d1531,Tom dyed his hair brown.,0.75,0.6818181818181818,0.7142857142857143,0.8285714285714286,0.7837837837837838,0.8055555555555555
en/p12/d0094,What are you guys drinking?,0.7222222222222222,0.5909090909090909,0.65,0.8484848484848485,0.7567567567567568,0.8000000000000002
en/p12/d2609,Palm oil is destroying the rainforest.,0.625,0.6666666666666666,0.6451612903225806,0.7096774193548387,0.8148148148148148,0.7586206896551724
en/p12/d2307,She turned around and scowled at me.,0.5714285714285714,0.42857142857142855,0.48979591836734687,0.6666666666666666,0.5652173913043478,0.6117647058823529
en/p12/d3026,"I paid 2,000 yen for this atlas.",0.7619047619047619,0.64,0.6956521739130435,0.8205128205128205,0.7441860465116279,0.7804878048780488
en/p12/d1112,I stared at her.,0.875,0.8235294117647058,0.8484848484848485,0.8928571428571429,0.8620689655172413,0.8771929824561403
en/p12/d3066,None of the balls are yellow.,0.6428571428571429,0.5294117647058824,0.5806451612903226,0.8076923076923077,0.7241379310344828,0.7636363636363636
en/p12/d0837,He had his shirt on inside out.,0.6190476190476191,0.6842105263157895,0.6500000000000001,0.6923076923076923,0.7941176470588235,0.7397260273972601
en/p12/d0949,You bought a macaw.,0.9375,0.8823529411764706,0.9090909090909091,0.9642857142857143,0.9310344827586207,0.9473684210526316
en/p12/d3548,Everyone makes mistakes.,0.625,0.5263157894736842,0.5714285714285714,0.7857142857142857,0.7096774193548387,0.7457627118644068
en/p12/d2625,He whispered to me that he was hungry.,0.6666666666666666,0.5161290322580645,0.5818181818181819,0.7619047619047619,0.6153846153846154,0.6808510638297872
en/p12/d1982,I thought everyone was busy.,0.7272727272727273,0.5161290322580645,0.6037735849056604,0.8378378378378378,0.6326530612244898,0.7209302325581396
en/p12/d0869,My parents are from China.,0.625,0.45454545454545453,0.5263157894736842,0.75,0.5675675675675675,0.6461538461538462
en/p12/d3490,Tom poured himself a drink.,0.7777777777777778,0.8235294117647058,0.7999999999999999,0.7575757575757576,0.8620689655172413,0.8064516129032258
en/p12/d0958,School is over at 3:30.,0.5384615384615384,0.5,0.5185185185185186,0.64,0.6956521739130435,0.6666666666666666
en/p12/d3250,"It's raining, but she's not wearing a coat.",0.5416666666666666,0.48148148148148145,0.5098039215686274,0.6904761904761905,0.6444444444444445,0.6666666666666666
en/p12/d3297,He used to drink beer.,0.5789473684210527,0.7333333333333333,0.6470588235294117,0.6470588235294118,0.8148148148148148,0.7213114754098361
en/p12/d2624,Tom's useless.,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8260869565217391,0.8260869565217391,0.8260869565217391
en/p12/d2176,Tom grabbed his umbrella and headed for the elevator.,0.782608695652174,0.5625,0.6545454545454547,0.8536585365853658,0.660377358490566,0.7446808510638298
en/p12/d2605,The gown is made of silk.,0.6923076923076923,0.6,0.6428571428571429,0.84,0.7777777777777778,0.8076923076923077
en/p12/d1856,"""My Struggle"" is a book by Adolf Hitler.",0.46153846153846156,0.5454545454545454,0.4999999999999999,0.5681818181818182,0.6756756756756757,0.617283950617284
en/p12/d2424,Did you sleep with her?,0.75,0.7058823529411765,0.7272727272727272,0.8214285714285714,0.7931034482758621,0.8070175438596492
en/p12/d2907,Tom wrote everything down.,0.6875,0.5238095238095238,0.5945945945945946,0.7857142857142857,0.6666666666666666,0.721311475409836
en/p12/d2821,Tom ate vegan lasagna.,0.7894736842105263,0.75,0.7692307692307692,0.8529411764705882,0.8285714285714286,0.8405797101449276
en/p12/d2470,Paul is more vigorous than Marc.,0.7142857142857143,0.6521739130434783,0.6818181818181819,0.7777777777777778,0.7368421052631579,0.7567567567567567
en/p12/d1756,Your zipper is open.,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7692307692307693,0.8695652173913043,0.8163265306122449
en/p12/d0847,She is pleased with the dress.,0.625,0.6666666666666666,0.6451612903225806,0.75,0.7777777777777778,0.7636363636363638
en/p12/d2453,I love dogs.,0.8125,0.7647058823529411,0.787878787878788,0.8928571428571429,0.8620689655172413,0.8771929824561403
en/p12/d1428,I'm allergic to pollen.,0.75,0.7058823529411765,0.7272727272727272,0.8571428571428571,0.8275862068965517,0.8421052631578947
en/p12/d1997,She banged the table with her fist.,0.6190476190476191,0.6842105263157895,0.6500000000000001,0.6923076923076923,0.7941176470588235,0.7397260273972601
en/p12/d2917,I cut myself with a hacksaw.,0.8333333333333334,0.7894736842105263,0.8108108108108109,0.8181818181818182,0.8709677419354839,0.84375
en/p12/d3230,Tom told me you were allergic to cats.,0.6538461538461539,0.4594594594594595,0.5396825396825398,0.7872340425531915,0.6065573770491803,0.6851851851851852
en/p12/d2098,Over 30 people committed suicide.,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.8648648648648649,0.7804878048780488,0.8205128205128206
en/p12/d2319,One of my teeth hurts.,0.6470588235294118,0.5789473684210527,0.6111111111111113,0.71875,0.7419354838709677,0.7301587301587302
en/p12/d1605,Tom is allergic to cats.,0.6875,0.6470588235294118,0.6666666666666667,0.7857142857142857,0.7586206896551724,0.7719298245614034
en/p12/d3353,"Whenever he comes up to Tokyo, he stays with us.",0.5172413793103449,0.4166666666666667,0.46153846153846156,0.64,0.5333333333333333,0.5818181818181818
en/p12/d2920,We are closing the store.,0.8125,0.7647058823529411,0.787878787878788,0.8928571428571429,0.8620689655172413,0.8771929824561403
en/p12/d2381,Tom bought some squirrelfish for his aquarium.,0.8,0.7619047619047619,0.7804878048780488,0.8571428571428571,0.8333333333333334,0.8450704225352113
en/p12/d2485,The police is searching for an escaped prisoner.,0.75,0.5714285714285714,0.6486486486486486,0.8387096774193549,0.6666666666666666,0.7428571428571428
en/p12/d2279,Tom dropped his cup and broke it.,0.7391304347826086,0.5151515151515151,0.6071428571428571,0.8292682926829268,0.6296296296296297,0.7157894736842105
en/p12/d2367,Tom's mad.,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.782608695652174,0.782608695652174,0.782608695652174
en/p12/d2370,Walt is an ex-soldier.,0.7142857142857143,0.4,0.5128205128205129,0.7391304347826086,0.3953488372093023,0.5151515151515151
en/p12/d3130,Everybody agrees with you.,0.625,0.47619047619047616,0.5405405405405405,0.7857142857142857,0.6666666666666666,0.721311475409836
en/p12/d2497,Something is wrong with the washing machine.,0.47368421052631576,0.6,0.5294117647058824,0.6176470588235294,0.7777777777777778,0.6885245901639345
en/p12/d1660,I'm sorry he committed suicide.,0.6666666666666666,0.5333333333333333,0.5925925925925926,0.7857142857142857,0.6470588235294118,0.7096774193548386
en/p12/d1385,What province is Calgary located in?,0.6875,0.5789473684210527,0.6285714285714286,0.7857142857142857,0.7096774193548387,0.7457627118644068
en/p12/d3408,No one did anything but dance.,0.5333333333333333,0.5,0.5161290322580646,0.5666666666666667,0.68,0.6181818181818183
en/p12/d3324,All of a sudden the sky became overcast.,0.9090909090909091,0.5263157894736842,0.6666666666666666,0.95,0.5588235294117647,0.7037037037037037
en/p12/d2239,She admits that she stole the jewels.,0.5833333333333334,0.5,0.5384615384615384,0.7142857142857143,0.6122448979591837,0.6593406593406593
en/p12/d2802,The ship will stop in Yokohama.,0.6875,0.6470588235294118,0.6666666666666667,0.8214285714285714,0.7931034482758621,0.8070175438596492
en/p12/d0896,I've fixed the radio for him.,0.7777777777777778,0.7,0.7368421052631577,0.8484848484848485,0.8,0.823529411764706
en/p12/d1544,The printer doesn't work.,0.45454545454545453,0.35714285714285715,0.4,0.75,0.6521739130434783,0.6976744186046512
en/p12/d3331,I gave him a sedative.,0.8333333333333334,0.75,0.7894736842105262,0.8787878787878788,0.8285714285714286,0.8529411764705883
en/p12/d0244,Chris swung his sword!,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9333333333333333,0.9333333333333333,0.9333333333333333
en/p12/d2559,He is anything but a fool.,0.5,0.4,0.4444444444444445,0.7142857142857143,0.5714285714285714,0.634920634920635
en/p12/d2207,Mary hugged her doll.,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9,0.9,0.9
en/p12/d2070,The institution was established in the late 1960s.,0.75,0.7058823529411765,0.7272727272727272,0.7419354838709677,0.7931034482758621,0.7666666666666667
en/p12/d3550,"If you are wrong, then so am I.",0.5833333333333334,0.4827586206896552,0.5283018867924529,0.6904761904761905,0.6170212765957447,0.651685393258427
en/p12/d2347,We enjoyed ourselves.,0.8125,0.8125,0.8125,0.7857142857142857,0.88,0.830188679245283
en/p12/d2274,Mary is used to Tom's moods.,0.6666666666666666,0.5454545454545454,0.6,0.7333333333333333,0.5945945945945946,0.6567164179104478
en/p96/d2772,I prefer bananas rather than apples.,0.6363636363636364,0.56,0.5957446808510639,0.775,0.7209302325581395,0.7469879518072289
en/p96/d3131,Let's start a band.,0.5625,0.5294117647058824,0.5454545454545455,0.6129032258064516,0.6551724137931034,0.6333333333333333
en/p96/d0849,She turned a page of her book.,0.6363636363636364,0.7368421052631579,0.6829268292682926,0.7,0.8235294117647058,0.7567567567567567
en/p12/d1995,The war ended in 1945.,0.7692307692307693,0.7142857142857143,0.7407407407407408,0.76,0.8260869565217391,0.7916666666666667
en/p96/d1410,The play lasts two and a half hours.,0.631578947368421,0.6,0.6153846153846154,0.7027027027027027,0.7428571428571429,0.7222222222222223
en/p96/d1574,She stared at me.,0.8125,0.7647058823529411,0.787878787878788,0.8571428571428571,0.8275862068965517,0.8421052631578947
en/p96/d2745,I'm allergic to carrots.,0.75,0.7058823529411765,0.7272727272727272,0.8571428571428571,0.8275862068965517,0.8421052631578947
en/p96/d1720,The boat was approaching the English Channel.,0.6666666666666666,0.7058823529411765,0.6857142857142857,0.7272727272727273,0.8275862068965517,0.7741935483870968
en/p96/d1784,Tom's unscrupulous.,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8260869565217391,0.8260869565217391,0.8260869565217391
en/p96/d1536,There were 30 survivors.,0.6875,0.6470588235294118,0.6666666666666667,0.7419354838709677,0.7931034482758621,0.7666666666666667
en/p96/d1949,"Tom hasn't eaten yet, has he?",0.55,0.6875,0.6111111111111112,0.5428571428571428,0.76,0.6333333333333332
en/p96/d2188,I swept the kitchen floor.,0.8421052631578947,0.8,0.8205128205128205,0.9117647058823529,0.8857142857142857,0.8985507246376812
en/p96/d1395,How did Jackie Robinson die?,0.5714285714285714,0.631578947368421,0.6,0.6388888888888888,0.7419354838709677,0.6865671641791045
en/p96/d2005,I saw wolves in the Appennines.,0.7619047619047619,0.7272727272727273,0.7441860465116279,0.8611111111111112,0.8378378378378378,0.8493150684931507
en/p96/d2163,The picture was painted by Picasso.,0.75,0.7058823529411765,0.7272727272727272,0.8214285714285714,0.7931034482758621,0.8070175438596492
en/p96/d2299,Mary milked the cow.,0.875,0.8235294117647058,0.8484848484848485,0.8928571428571429,0.8620689655172413,0.8771929824561403
en/p96/d2878,Tom has a 13-year-old daughter.,0.6666666666666666,0.5161290322580645,0.5818181818181819,0.7777777777777778,0.6363636363636364,0.7000000000000001
en/p96/d3215,He scratched his head.,0.631578947368421,0.75,0.6857142857142857,0.6764705882352942,0.8214285714285714,0.7419354838709677
